pair_index,pair,target,anchor,method,seed,target_similarity,own_anchor_similarity,best_other_anchor_similarity,correspondence_margin,predicted_anchor,own_anchor_top1,rgb_std,image_path,similarity_anchor_dog,similarity_anchor_helicopter,similarity_anchor_castle,similarity_anchor_car,similarity_anchor_piano
0,cat_to_dog,cat,dog,original,42,0.286925733089447,0.22830192744731903,0.18814176321029663,0.0401601642370224,dog,True,0.18121929466724396,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/cat/seed_42.png,0.22830192744731903,0.18814176321029663,0.1650247424840927,0.1832057237625122,0.15604643523693085
0,cat_to_dog,cat,dog,original,43,0.2795560956001282,0.228949636220932,0.18703871965408325,0.041910916566848755,dog,True,0.25223955512046814,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/cat/seed_43.png,0.228949636220932,0.1847362071275711,0.18145951628684998,0.18703871965408325,0.15930065512657166
0,cat_to_dog,cat,dog,original,44,0.29515233635902405,0.2391960173845291,0.20292972028255463,0.03626629710197449,dog,True,0.26767653226852417,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/cat/seed_44.png,0.2391960173845291,0.20167744159698486,0.18410833179950714,0.20292972028255463,0.19188246130943298
0,cat_to_dog,cat,dog,original,45,0.28063681721687317,0.2309773564338684,0.1854431927204132,0.0455341637134552,dog,True,0.2082907110452652,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/cat/seed_45.png,0.2309773564338684,0.18296347558498383,0.17469044029712677,0.1854431927204132,0.16699975728988647
0,cat_to_dog,cat,dog,original,46,0.28885459899902344,0.23564660549163818,0.19252356886863708,0.0431230366230011,dog,True,0.2301338165998459,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/cat/seed_46.png,0.23564660549163818,0.19019483029842377,0.17282278835773468,0.19252356886863708,0.18476003408432007
0,cat_to_dog,cat,dog,original,47,0.2806742489337921,0.22599413990974426,0.18434284627437592,0.04165129363536835,dog,True,0.25540778040885925,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/cat/seed_47.png,0.22599413990974426,0.18434284627437592,0.1655179262161255,0.18211327493190765,0.17394141852855682
0,cat_to_dog,cat,dog,original,48,0.27256807684898376,0.21506862342357635,0.19204430282115936,0.023024320602416992,dog,True,0.27350154519081116,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/cat/seed_48.png,0.21506862342357635,0.16788703203201294,0.17191988229751587,0.18620094656944275,0.19204430282115936
0,cat_to_dog,cat,dog,original,49,0.2817439138889313,0.22259274125099182,0.18831601738929749,0.034276723861694336,dog,True,0.2765986919403076,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/cat/seed_49.png,0.22259274125099182,0.18691270053386688,0.16344396770000458,0.18831601738929749,0.17916107177734375
0,cat_to_dog,cat,dog,original,50,0.2846689820289612,0.23170043528079987,0.19188855588436127,0.0398118793964386,dog,True,0.22267307341098785,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/cat/seed_50.png,0.23170043528079987,0.18789467215538025,0.17377567291259766,0.19064265489578247,0.19188855588436127
0,cat_to_dog,cat,dog,original,51,0.27048641443252563,0.2190159112215042,0.1814119815826416,0.03760392963886261,dog,True,0.2969062626361847,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/cat/seed_51.png,0.2190159112215042,0.17680276930332184,0.16177037358283997,0.1814119815826416,0.17200054228305817
0,cat_to_dog,cat,dog,single_subspace,42,0.20849815011024475,0.28122761845588684,0.1855415403842926,0.09568607807159424,dog,True,0.1961687207221985,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_42.png,0.28122761845588684,0.1855415403842926,0.17388232052326202,0.1851975917816162,0.17899306118488312
0,cat_to_dog,cat,dog,single_subspace,43,0.19922366738319397,0.2684611678123474,0.20388005673885345,0.06458111107349396,dog,True,0.2277136743068695,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_43.png,0.2684611678123474,0.20388005673885345,0.17675893008708954,0.18026135861873627,0.17514528334140778
0,cat_to_dog,cat,dog,single_subspace,44,0.1914275586605072,0.26258257031440735,0.1718417853116989,0.09074078500270844,dog,True,0.2659238278865814,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_44.png,0.26258257031440735,0.1718417853116989,0.14947617053985596,0.16254179179668427,0.16836859285831451
0,cat_to_dog,cat,dog,single_subspace,45,0.20958112180233002,0.27873942255973816,0.17965319752693176,0.0990862250328064,dog,True,0.22976654767990112,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_45.png,0.27873942255973816,0.17965319752693176,0.16627930104732513,0.17767640948295593,0.17566199600696564
0,cat_to_dog,cat,dog,single_subspace,46,0.20877273380756378,0.270812451839447,0.18592050671577454,0.08489194512367249,dog,True,0.18240508437156677,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_46.png,0.270812451839447,0.18592050671577454,0.16065020859241486,0.18175292015075684,0.17598626017570496
0,cat_to_dog,cat,dog,single_subspace,47,0.1952170580625534,0.27046364545822144,0.18886461853981018,0.08159902691841125,dog,True,0.26261499524116516,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_47.png,0.27046364545822144,0.18886461853981018,0.1726912260055542,0.17654259502887726,0.17408102750778198
0,cat_to_dog,cat,dog,single_subspace,48,0.21095341444015503,0.2786068320274353,0.19674202799797058,0.08186480402946472,dog,True,0.22725370526313782,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_48.png,0.2786068320274353,0.19674202799797058,0.16293838620185852,0.18560391664505005,0.17252901196479797
0,cat_to_dog,cat,dog,single_subspace,49,0.24627813696861267,0.2803756296634674,0.2382328063249588,0.042142823338508606,dog,True,0.20383399724960327,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_49.png,0.2803756296634674,0.2382328063249588,0.19627368450164795,0.21777458488941193,0.20168134570121765
0,cat_to_dog,cat,dog,single_subspace,50,0.19990938901901245,0.27018922567367554,0.17907139658927917,0.09111782908439636,dog,True,0.24607643485069275,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_50.png,0.27018922567367554,0.17752119898796082,0.15516994893550873,0.17691710591316223,0.17907139658927917
0,cat_to_dog,cat,dog,single_subspace,51,0.19508469104766846,0.2573093771934509,0.1923474222421646,0.06496195495128632,dog,True,0.2084776759147644,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_51.png,0.2573093771934509,0.1923474222421646,0.16316479444503784,0.17352916300296783,0.1721123605966568
1,airplane_to_helicopter,airplane,helicopter,original,42,0.27195054292678833,0.1972094476222992,0.19887135922908783,-0.0016619116067886353,car,False,0.25553587079048157,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/airplane/seed_42.png,0.17461755871772766,0.1972094476222992,0.1504840850830078,0.19887135922908783,0.16497956216335297
1,airplane_to_helicopter,airplane,helicopter,original,43,0.28327640891075134,0.21949201822280884,0.2029653787612915,0.016526639461517334,helicopter,True,0.18520893156528473,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/airplane/seed_43.png,0.19186122715473175,0.21949201822280884,0.17551162838935852,0.2029653787612915,0.1793677657842636
1,airplane_to_helicopter,airplane,helicopter,original,44,0.2589392364025116,0.18408440053462982,0.1869926154613495,-0.0029082149267196655,car,False,0.21423852443695068,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/airplane/seed_44.png,0.17374300956726074,0.18408440053462982,0.15951043367385864,0.1869926154613495,0.1519472450017929
1,airplane_to_helicopter,airplane,helicopter,original,45,0.25644394755363464,0.21559052169322968,0.1858714073896408,0.029719114303588867,helicopter,True,0.16843129694461823,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/airplane/seed_45.png,0.1808198243379593,0.21559052169322968,0.1571449488401413,0.1858714073896408,0.16503475606441498
1,airplane_to_helicopter,airplane,helicopter,original,46,0.25894540548324585,0.1946708709001541,0.19186243414878845,0.0028084367513656616,helicopter,True,0.12525637447834015,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/airplane/seed_46.png,0.17113816738128662,0.1946708709001541,0.15455706417560577,0.19186243414878845,0.17061200737953186
1,airplane_to_helicopter,airplane,helicopter,original,47,0.27487266063690186,0.2072141319513321,0.19078505039215088,0.016429081559181213,helicopter,True,0.16101500391960144,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/airplane/seed_47.png,0.17718304693698883,0.2072141319513321,0.1635008454322815,0.19078505039215088,0.16921387612819672
1,airplane_to_helicopter,airplane,helicopter,original,48,0.25937947630882263,0.19149400293827057,0.18345069885253906,0.008043304085731506,helicopter,True,0.1976778209209442,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/airplane/seed_48.png,0.16564270853996277,0.19149400293827057,0.15857861936092377,0.18345069885253906,0.1695099174976349
1,airplane_to_helicopter,airplane,helicopter,original,49,0.2538641691207886,0.185797780752182,0.16359692811965942,0.022200852632522583,helicopter,True,0.1898345947265625,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/airplane/seed_49.png,0.15538392961025238,0.185797780752182,0.14777225255966187,0.16359692811965942,0.1380397230386734
1,airplane_to_helicopter,airplane,helicopter,original,50,0.2635214924812317,0.19055576622486115,0.18969732522964478,0.0008584409952163696,helicopter,True,0.17081184685230255,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/airplane/seed_50.png,0.165898859500885,0.19055576622486115,0.15291041135787964,0.18969732522964478,0.1684579700231552
1,airplane_to_helicopter,airplane,helicopter,original,51,0.2795398235321045,0.2206317037343979,0.19786608219146729,0.022765621542930603,helicopter,True,0.1583624631166458,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/airplane/seed_51.png,0.18340328335762024,0.2206317037343979,0.17816005647182465,0.19786608219146729,0.1882786899805069
1,airplane_to_helicopter,airplane,helicopter,single_subspace,42,0.19660963118076324,0.19545230269432068,0.23204770684242249,-0.03659540414810181,car,False,0.23090720176696777,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/airplane_to_helicopter/single_subspace_airplane_to_helicopter/seed_42.png,0.1848345696926117,0.19545230269432068,0.21946333348751068,0.23204770684242249,0.21494171023368835
1,airplane_to_helicopter,airplane,helicopter,single_subspace,43,0.20542225241661072,0.21971623599529266,0.1992325782775879,0.020483657717704773,helicopter,True,0.19547198712825775,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/airplane_to_helicopter/single_subspace_airplane_to_helicopter/seed_43.png,0.1796223670244217,0.21971623599529266,0.1992325782775879,0.19548603892326355,0.1875666081905365
1,airplane_to_helicopter,airplane,helicopter,single_subspace,44,0.21705463528633118,0.22629313170909882,0.22732512652873993,-0.0010319948196411133,piano,False,0.18579863011837006,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/airplane_to_helicopter/single_subspace_airplane_to_helicopter/seed_44.png,0.19295430183410645,0.22629313170909882,0.1932503581047058,0.21995580196380615,0.22732512652873993
1,airplane_to_helicopter,airplane,helicopter,single_subspace,45,0.2578832805156708,0.2717409133911133,0.23827776312828064,0.03346315026283264,helicopter,True,0.09407047927379608,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/airplane_to_helicopter/single_subspace_airplane_to_helicopter/seed_45.png,0.23827776312828064,0.2717409133911133,0.2125796526670456,0.22663623094558716,0.2099549025297165
1,airplane_to_helicopter,airplane,helicopter,single_subspace,46,0.24178683757781982,0.24096105992794037,0.23142783343791962,0.009533226490020752,helicopter,True,0.09373068809509277,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/airplane_to_helicopter/single_subspace_airplane_to_helicopter/seed_46.png,0.22267362475395203,0.24096105992794037,0.20124253630638123,0.23142783343791962,0.2307121753692627
